501700.848022382	4660367.896124070
501740.848022382	4660367.896124070
501780.848022382	4660367.896124070
501820.848022382	4660367.896124070
501860.848022382	4660367.896124070
501900.848022382	4660367.896124070
501940.848022382	4660367.896124070
500140.848022382	4660327.896124070
500180.848022382	4660327.896124070
500220.848022382	4660327.896124070
500260.848022382	4660327.896124070
500300.848022382	4660327.896124070
500340.848022382	4660327.896124070
500380.848022382	4660327.896124070
500420.848022382	4660327.896124070
500460.848022382	4660327.896124070
500500.848022382	4660327.896124070
500540.848022382	4660327.896124070
500580.848022382	4660327.896124070
500620.848022382	4660327.896124070
500660.848022382	4660327.896124070
500700.848022382	4660327.896124070
500740.848022382	4660327.896124070
500780.848022382	4660327.896124070
500820.848022382	4660327.896124070
500860.848022382	4660327.896124070
500900.848022382	4660327.896124070
500940.848022382	4660327.896124070
500980.848022382	4660327.896124070
501020.848022382	4660327.896124070
501060.848022382	4660327.896124070
501100.848022382	4660327.896124070
501140.848022382	4660327.896124070
501180.848022382	4660327.896124070
501220.848022382	4660327.896124070
501260.848022382	4660327.896124070
501300.848022382	4660327.896124070
501340.848022382	4660327.896124070
501380.848022382	4660327.896124070
501420.848022382	4660327.896124070
501460.848022382	4660327.896124070
501500.848022382	4660327.896124070
501540.848022382	4660327.896124070
501580.848022382	4660327.896124070
501620.848022382	4660327.896124070
501660.848022382	4660327.896124070
501700.848022382	4660327.896124070
501740.848022382	4660327.896124070
501780.848022382	4660327.896124070
501820.848022382	4660327.896124070
501860.848022382	4660327.896124070
501900.848022382	4660327.896124070
501940.848022382	4660327.896124070
501980.848022382	4660327.896124070
500140.848022382	4660287.896124070
500180.848022382	4660287.896124070
500220.848022382	4660287.896124070
500260.848022382	4660287.896124070
500300.848022382	4660287.896124070
500340.848022382	4660287.896124070
500380.848022382	4660287.896124070
500420.848022382	4660287.896124070
500460.848022382	4660287.896124070
500500.848022382	4660287.896124070
500540.848022382	4660287.896124070
500580.848022382	4660287.896124070
500620.848022382	4660287.896124070
500660.848022382	4660287.896124070
500700.848022382	4660287.896124070
500740.848022382	4660287.896124070
500780.848022382	4660287.896124070
500820.848022382	4660287.896124070
500860.848022382	4660287.896124070
500900.848022382	4660287.896124070
500940.848022382	4660287.896124070
500980.848022382	4660287.896124070
501020.848022382	4660287.896124070
501060.848022382	4660287.896124070
501100.848022382	4660287.896124070
501140.848022382	4660287.896124070
501180.848022382	4660287.896124070
501220.848022382	4660287.896124070
501260.848022382	4660287.896124070
501300.848022382	4660287.896124070
501340.848022382	4660287.896124070
501380.848022382	4660287.896124070
501580.848022382	4660287.896124070
501620.848022382	4660287.896124070
501660.848022382	4660287.896124070
501700.848022382	4660287.896124070
501740.848022382	4660287.896124070
501780.848022382	4660287.896124070
501820.848022382	4660287.896124070
501860.848022382	4660287.896124070
501900.848022382	4660287.896124070
501940.848022382	4660287.896124070
501980.848022382	4660287.896124070
500140.848022382	4660247.896124070
500180.848022382	4660247.896124070
500220.848022382	4660247.896124070
500260.848022382	4660247.896124070
500300.848022382	4660247.896124070
500340.848022382	4660247.896124070
500380.848022382	4660247.896124070
500420.848022382	4660247.896124070
500460.848022382	4660247.896124070
500500.848022382	4660247.896124070
500540.848022382	4660247.896124070
500580.848022382	4660247.896124070
500620.848022382	4660247.896124070
500660.848022382	4660247.896124070
500700.848022382	4660247.896124070
500740.848022382	4660247.896124070
500780.848022382	4660247.896124070
500820.848022382	4660247.896124070
500860.848022382	4660247.896124070
500900.848022382	4660247.896124070
500940.848022382	4660247.896124070
500980.848022382	4660247.896124070
501020.848022382	4660247.896124070
501060.848022382	4660247.896124070
501100.848022382	4660247.896124070
501140.848022382	4660247.896124070
501700.848022382	4660247.896124070
501740.848022382	4660247.896124070
501780.848022382	4660247.896124070
501820.848022382	4660247.896124070
501860.848022382	4660247.896124070
501900.848022382	4660247.896124070
501940.848022382	4660247.896124070
501980.848022382	4660247.896124070
502020.848022382	4660247.896124070
500140.848022382	4660207.896124070
500180.848022382	4660207.896124070
500220.848022382	4660207.896124070
500260.848022382	4660207.896124070
500300.848022382	4660207.896124070
500340.848022382	4660207.896124070
500380.848022382	4660207.896124070
500420.848022382	4660207.896124070
500460.848022382	4660207.896124070
500500.848022382	4660207.896124070
500540.848022382	4660207.896124070
500580.848022382	4660207.896124070
500620.848022382	4660207.896124070
500660.848022382	4660207.896124070
500700.848022382	4660207.896124070
500740.848022382	4660207.896124070
500780.848022382	4660207.896124070
500820.848022382	4660207.896124070
501260.848022382	4660207.896124070
501300.848022382	4660207.896124070
501340.848022382	4660207.896124070
501460.848022382	4660207.896124070
501500.848022382	4660207.896124070
501540.848022382	4660207.896124070
501580.848022382	4660207.896124070
501620.848022382	4660207.896124070
501780.848022382	4660207.896124070
501820.848022382	4660207.896124070
501860.848022382	4660207.896124070
501900.848022382	4660207.896124070
501940.848022382	4660207.896124070
501980.848022382	4660207.896124070
502020.848022382	4660207.896124070
500140.848022382	4660167.896124070
500180.848022382	4660167.896124070
500220.848022382	4660167.896124070
500260.848022382	4660167.896124070
500300.848022382	4660167.896124070
500340.848022382	4660167.896124070
500380.848022382	4660167.896124070
500420.848022382	4660167.896124070
500460.848022382	4660167.896124070
500500.848022382	4660167.896124070
500540.848022382	4660167.896124070
500980.848022382	4660167.896124070
501020.848022382	4660167.896124070
501060.848022382	4660167.896124070
501100.848022382	4660167.896124070
501140.848022382	4660167.896124070
501180.848022382	4660167.896124070
501540.848022382	4660167.896124070
501580.848022382	4660167.896124070
501620.848022382	4660167.896124070
501660.848022382	4660167.896124070
501820.848022382	4660167.896124070
501860.848022382	4660167.896124070
501900.848022382	4660167.896124070
501940.848022382	4660167.896124070
501980.848022382	4660167.896124070
502020.848022382	4660167.896124070
502060.848022382	4660167.896124070
500140.848022382	4660127.896124070
500180.848022382	4660127.896124070
500220.848022382	4660127.896124070
500260.848022382	4660127.896124070
500740.848022382	4660127.896124070
500780.848022382	4660127.896124070
500820.848022382	4660127.896124070
500860.848022382	4660127.896124070
500900.848022382	4660127.896124070
500940.848022382	4660127.896124070
500980.848022382	4660127.896124070
501300.848022382	4660127.896124070
501340.848022382	4660127.896124070
501380.848022382	4660127.896124070
501420.848022382	4660127.896124070
501460.848022382	4660127.896124070
501700.848022382	4660127.896124070
501740.848022382	4660127.896124070
501860.848022382	4660127.896124070
501900.848022382	4660127.896124070
501940.848022382	4660127.896124070
501980.848022382	4660127.896124070
502020.848022382	4660127.896124070
502060.848022382	4660127.896124070
502100.848022382	4660127.896124070
500460.848022382	4660087.896124070
500500.848022382	4660087.896124070
500540.848022382	4660087.896124070
500580.848022382	4660087.896124070
500620.848022382	4660087.896124070
501140.848022382	4660087.896124070
501180.848022382	4660087.896124070
501220.848022382	4660087.896124070
501260.848022382	4660087.896124070
501300.848022382	4660087.896124070
501340.848022382	4660087.896124070
501380.848022382	4660087.896124070
501420.848022382	4660087.896124070
501460.848022382	4660087.896124070
501500.848022382	4660087.896124070
501540.848022382	4660087.896124070
501580.848022382	4660087.896124070
501780.848022382	4660087.896124070
501940.848022382	4660087.896124070
501980.848022382	4660087.896124070
502020.848022382	4660087.896124070
502060.848022382	4660087.896124070
502100.848022382	4660087.896124070
500260.848022382	4660047.896124070
500300.848022382	4660047.896124070
500340.848022382	4660047.896124070
500900.848022382	4660047.896124070
500940.848022382	4660047.896124070
500980.848022382	4660047.896124070
501020.848022382	4660047.896124070
501060.848022382	4660047.896124070
501100.848022382	4660047.896124070
501140.848022382	4660047.896124070
501180.848022382	4660047.896124070
501220.848022382	4660047.896124070
501260.848022382	4660047.896124070
501300.848022382	4660047.896124070
501340.848022382	4660047.896124070
501380.848022382	4660047.896124070
501420.848022382	4660047.896124070
501460.848022382	4660047.896124070
501500.848022382	4660047.896124070
501540.848022382	4660047.896124070
501580.848022382	4660047.896124070
501620.848022382	4660047.896124070
501660.848022382	4660047.896124070
501700.848022382	4660047.896124070
501820.848022382	4660047.896124070
501860.848022382	4660047.896124070
501980.848022382	4660047.896124070
502020.848022382	4660047.896124070
502060.848022382	4660047.896124070
502100.848022382	4660047.896124070
502140.848022382	4660047.896124070
500140.848022382	4660007.896124070
500180.848022382	4660007.896124070
500500.848022382	4660007.896124070
500540.848022382	4660007.896124070
500580.848022382	4660007.896124070
500620.848022382	4660007.896124070
500660.848022382	4660007.896124070
500700.848022382	4660007.896124070
500740.848022382	4660007.896124070
500780.848022382	4660007.896124070
500820.848022382	4660007.896124070
500860.848022382	4660007.896124070
500900.848022382	4660007.896124070
500940.848022382	4660007.896124070
500980.848022382	4660007.896124070
501020.848022382	4660007.896124070
501060.848022382	4660007.896124070
501100.848022382	4660007.896124070
501140.848022382	4660007.896124070
501180.848022382	4660007.896124070
501220.848022382	4660007.896124070
501260.848022382	4660007.896124070
501300.848022382	4660007.896124070
501340.848022382	4660007.896124070
501380.848022382	4660007.896124070
501420.848022382	4660007.896124070
501460.848022382	4660007.896124070
501500.848022382	4660007.896124070
501540.848022382	4660007.896124070
501580.848022382	4660007.896124070
501620.848022382	4660007.896124070
501660.848022382	4660007.896124070
501700.848022382	4660007.896124070
501740.848022382	4660007.896124070
501900.848022382	4660007.896124070
502020.848022382	4660007.896124070
502060.848022382	4660007.896124070
502100.848022382	4660007.896124070
502140.848022382	4660007.896124070
500340.848022382	4659967.896124070
500380.848022382	4659967.896124070
500420.848022382	4659967.896124070
500460.848022382	4659967.896124070
500500.848022382	4659967.896124070
500540.848022382	4659967.896124070
500580.848022382	4659967.896124070
500620.848022382	4659967.896124070
500660.848022382	4659967.896124070
500700.848022382	4659967.896124070
500740.848022382	4659967.896124070
500780.848022382	4659967.896124070
500820.848022382	4659967.896124070
500860.848022382	4659967.896124070
500900.848022382	4659967.896124070
500940.848022382	4659967.896124070
500980.848022382	4659967.896124070
501020.848022382	4659967.896124070
501060.848022382	4659967.896124070
501100.848022382	4659967.896124070
501140.848022382	4659967.896124070
501180.848022382	4659967.896124070
501220.848022382	4659967.896124070
501260.848022382	4659967.896124070
501300.848022382	4659967.896124070
501340.848022382	4659967.896124070
501380.848022382	4659967.896124070
501420.848022382	4659967.896124070
501460.848022382	4659967.896124070
501500.848022382	4659967.896124070
501540.848022382	4659967.896124070
501580.848022382	4659967.896124070
501620.848022382	4659967.896124070
501660.848022382	4659967.896124070
501700.848022382	4659967.896124070
501740.848022382	4659967.896124070
501780.848022382	4659967.896124070
501820.848022382	4659967.896124070
501940.848022382	4659967.896124070
502060.848022382	4659967.896124070
502100.848022382	4659967.896124070
502140.848022382	4659967.896124070
